sample_id,label,selected_chunk_count,total_chunks,score_total,confidence,effectiveness,consistency,collaboration,target_probability
eraser-mr-hf-validation-16,0,8,32,1.9655311121589805,0.985042929649353,0.02244836350275048,0.9381189942360058,0.019920824770871315,0.985042929649353
eraser-mr-hf-validation-160,1,8,67,1.8942901961448215,0.9790357351303101,0.015794276941818564,0.8957936639539795,0.003666520118713379,0.9790357351303101
eraser-mr-hf-validation-161,1,8,26,1.9611133294567642,0.9808759689331055,0.013048410653393572,0.9530547233256735,0.014134226544591622,0.9808759689331055
eraser-mr-hf-validation-162,1,8,72,1.8938119353963638,0.9902915358543396,0.022763552003496557,0.8746329471250145,0.006123900413513184,0.9902915358543396
eraser-mr-hf-validation-163,1,8,28,1.9124926232480726,0.9603611826896667,0.011058451186066631,0.9323195098017704,0.008753479570568712,0.9603611826896667
eraser-mr-hf-validation-164,1,8,21,1.8531054250735084,0.8519527912139893,0.017055810632492285,0.9664604623866598,0.017636360840367127,0.8519527912139893
eraser-mr-hf-validation-165,1,8,35,1.9047196334601715,0.9626731276512146,0.015616715898374989,0.9206524898177263,0.005777300092855708,0.9626731276512146
eraser-mr-hf-validation-166,1,8,38,1.864658869943994,0.9362850189208984,0.016330241723867545,0.9052728784734785,0.006770730825749749,0.9362850189208984
eraser-mr-hf-validation-167,1,8,22,1.9781381487613605,0.9796676635742188,0.014113009489904016,0.9642084879626646,0.020148987734573076,0.9796676635742188
eraser-mr-hf-validation-168,1,8,41,1.9521249540418282,0.9840936064720154,0.02186882573067095,0.9389163255691528,0.007246196269989014,0.9840936064720154
eraser-mr-hf-validation-169,1,8,30,1.9699090736005296,0.957912266254425,0.035891708849771886,0.9619128749474436,0.01419222354888916,0.957912266254425
eraser-mr-hf-validation-17,0,8,15,1.9343838139084863,0.9219218492507935,0.011802377163906752,0.9797325134277344,0.020927074066051765,0.9219218492507935
eraser-mr-hf-validation-170,1,8,55,1.9435157712150963,0.9783846735954285,0.025790334606213716,0.9331756750554618,0.00616508795799231,0.9783846735954285
eraser-mr-hf-validation-171,1,8,27,1.9405187945550502,0.9343951344490051,0.025028109844981827,0.9633687116723485,0.0177268385887146,0.9343951344490051
eraser-mr-hf-validation-172,1,8,42,1.783331498566243,0.9019206762313843,0.013298870016672959,0.8661478598294091,0.001964092488776714,0.9019206762313843
eraser-mr-hf-validation-173,1,8,36,1.9451503122929983,0.9875683784484863,0.026136876390715824,0.9262399629497506,0.005205094504045604,0.9875683784484863
eraser-mr-hf-validation-174,1,8,39,1.8866708775763938,0.9099069833755493,0.019637288272417064,0.9463775030082371,0.010749102920190379,0.9099069833755493
eraser-mr-hf-validation-175,1,8,33,1.9742935388351848,0.9916841983795166,0.02629686086438965,0.9462233217821593,0.010089157809119453,0.9916841983795166
eraser-mr-hf-validation-176,1,8,18,1.9473839398980914,0.9324533343315125,0.012029112865661884,0.9805307926329143,0.022370700068002902,0.9324533343315125
eraser-mr-hf-validation-177,1,8,10,2.0326181629050226,0.9046505093574524,0.030475381962802972,0.998100340253135,0.09939193133163227,0.9046505093574524
eraser-mr-hf-validation-178,1,8,27,1.9833578512755667,0.9820137619972229,0.025701225952858064,0.9593864107497754,0.016256452575710623,0.9820137619972229
eraser-mr-hf-validation-179,1,8,33,1.8338090731693124,0.8933094143867493,0.015762686645054202,0.9182506750971481,0.0064862970403609665,0.8933094143867493
eraser-mr-hf-validation-18,0,8,27,1.9745029887469032,0.9796676635742188,0.037359895656732256,0.9441861543544506,0.013289275161501357,0.9796676635742188
eraser-mr-hf-validation-180,1,8,26,1.9276847193915991,0.9648551344871521,0.011289418066223078,0.9428996971726057,0.008640469665618378,0.9648551344871521
eraser-mr-hf-validation-181,1,8,19,1.8469849135374843,0.8670357465744019,0.00768643598552643,0.9573096505730166,0.014953080404539243,0.8670357465744019
eraser-mr-hf-validation-182,1,8,44,1.72622293312972,0.9284088015556335,0.003443063181088002,0.7929511070251577,0.0014199613678407275,0.9284088015556335
eraser-mr-hf-validation-183,1,8,19,1.7989248629960384,0.8080672025680542,0.013780057087835473,0.9587305188179153,0.018347084522233326,0.8080672025680542
eraser-mr-hf-validation-184,1,8,40,1.9087126260777796,0.957912266254425,0.02036678848470097,0.9235500693321228,0.006883502006530762,0.957912266254425
eraser-mr-hf-validation-185,1,8,23,1.900751719305858,0.9626731276512146,0.013258396852304455,0.9184864260570496,0.006333768745289348,0.9626731276512146
eraser-mr-hf-validation-186,1,8,21,1.9635910894761541,0.9433475732803345,0.018792628112081156,0.9719743015658576,0.029476586517880765,0.9433475732803345
eraser-mr-hf-validation-187,1,8,45,1.8714554172570157,0.9399133324623108,0.014047981334254667,0.9138733590614777,0.0036207443989725308,0.9399133324623108
eraser-mr-hf-validation-188,1,8,45,1.9662302113686647,0.9971104264259338,0.022934852635078773,0.9388203620910645,0.0073645702165877625,0.9971104264259338
eraser-mr-hf-validation-189,1,8,49,1.8726464639724743,0.9740426540374756,0.008779764017493363,0.886074496975601,0.0037495489419043793,0.9740426540374756
eraser-mr-hf-validation-19,0,8,30,2.006707019340609,0.9732407331466675,0.029760242754488186,0.9708056484692515,0.03290039497020214,0.9732407331466675
eraser-mr-hf-validation-190,1,8,22,2.005466638827077,0.9603611826896667,0.024457751288388563,0.9835085849176151,0.03713911993140695,0.9603611826896667
eraser-mr-hf-validation-191,1,8,40,1.9304028116078624,0.977022647857666,0.017303348087462922,0.9289658623317398,0.007110953330993652,0.977022647857666
eraser-mr-hf-validation-192,1,8,26,1.9718965302513685,0.9783846735954285,0.023669839744479115,0.9529634686090629,0.016878548302397878,0.9783846735954285
eraser-mr-hf-validation-193,1,8,61,1.5967088918732768,0.8519527912139893,0.009385766300756604,0.7343924008351224,0.0009779335234085806,0.8519527912139893
eraser-mr-hf-validation-194,1,8,30,1.9090514801123855,0.9669139981269836,0.01024562283416608,0.9222699999809265,0.009621859170309222,0.9669139981269836
eraser-mr-hf-validation-195,1,8,54,1.7936550745697355,0.9777138233184814,0.008168041860027841,0.8064849145990508,0.001288294792175293,0.9777138233184814
eraser-mr-hf-validation-196,1,8,29,1.9609922763742138,0.970687747001648,0.027637844542526158,0.9447308712876848,0.01793581354235496,0.970687747001648
eraser-mr-hf-validation-197,1,8,21,2.0147588798279057,0.977022647857666,0.03889733372434667,0.9725367990180014,0.026302099227891396,0.977022647857666
eraser-mr-hf-validation-198,1,8,24,1.9461867210162398,0.949669361114502,0.02058601635447188,0.9581907937754147,0.017740549771851244,0.949669361114502
eraser-mr-hf-validation-199,1,8,19,1.9640330075589603,0.977022647857666,0.014325023403713999,0.9582735871239655,0.014411749173614763,0.977022647857666
eraser-mr-hf-validation-2,0,8,18,2.0151352283662813,0.957912266254425,0.02992374209970894,0.9826868772506714,0.04461234276147574,0.957912266254425
eraser-mr-hf-validation-20,0,8,59,1.9192961278929737,0.9840936064720154,0.01840961236099059,0.9121888070556528,0.004604102004314936,0.9840936064720154
eraser-mr-hf-validation-21,0,8,18,2.0035610709381637,0.9732407331466675,0.022198916074195663,0.969275763415007,0.03884565830229347,0.9732407331466675
eraser-mr-hf-validation-22,0,8,35,1.9575167807457583,0.9908743500709534,0.017252863615155656,0.9359271411765404,0.013462425883108975,0.9908743500709534
eraser-mr-hf-validation-23,0,8,32,1.9421954751643045,0.9648551344871521,0.017913580003629415,0.9463903307914734,0.01303642988204956,0.9648551344871521
eraser-mr-hf-validation-24,0,8,34,1.957204930970561,0.9783846735954285,0.018444954866950525,0.9456225568798252,0.014752745628356934,0.9783846735954285
eraser-mr-hf-validation-25,0,8,31,2.017197676099067,0.9626731276512146,0.0259101408395499,0.9800361394882202,0.04857826812008237,0.9626731276512146
eraser-mr-hf-validation-26,0,8,46,1.9573048969398958,0.9890130758285522,0.025624754896647284,0.9356521964073181,0.007014869807378088,0.9890130758285522
eraser-mr-hf-validation-27,0,8,16,2.031480551960482,0.980280876159668,0.018840554499587325,0.9866218574868596,0.04573726381436716,0.980280876159668
eraser-mr-hf-validation-28,0,8,15,2.0518709475992027,0.9949396848678589,0.019975127361373524,0.9917150721040426,0.04524106326592725,0.9949396848678589
eraser-mr-hf-validation-29,0,8,60,1.9368857147589407,0.9871788024902344,0.01720768236071668,0.9204578995704651,0.012041330337524414,0.9871788024902344
eraser-mr-hf-validation-3,0,8,26,2.040778820805976,0.9796676635742188,0.05412626772446372,0.9794219732284546,0.02756291627883911,0.9796676635742188
eraser-mr-hf-validation-30,0,8,11,2.0759902630584826,0.9875683784484863,0.019157170715370597,0.9969236847071237,0.07234102918750218,0.9875683784484863
eraser-mr-hf-validation-31,0,8,26,2.0177279160914177,0.9875683784484863,0.038384681088967976,0.9709190708946628,0.020855785659300463,0.9875683784484863
eraser-mr-hf-validation-32,0,8,58,1.943631008235891,0.9808759689331055,0.030908412525926687,0.9245693773544577,0.007277249422401266,0.9808759689331055
eraser-mr-hf-validation-33,0,8,24,1.9900055552638887,0.970687747001648,0.03061819062483917,0.9665895700454712,0.02211004759193036,0.970687747001648
eraser-mr-hf-validation-34,0,8,42,1.969605560693565,0.9859363436698914,0.033978700153415975,0.9421871270053067,0.007503389864950916,0.9859363436698914
eraser-mr-hf-validation-35,0,8,26,1.9857751814127904,0.9867771863937378,0.02605724572729451,0.9556236916036973,0.01731705768806091,0.9867771863937378
eraser-mr-hf-validation-36,0,8,28,1.933711765546814,0.9626731276512146,0.012198689260511708,0.9488401351976522,0.0099998134374355,0.9626731276512146
eraser-mr-hf-validation-37,0,8,28,1.9909809863043408,0.9933071732521057,0.02348357791429556,0.9616160988807678,0.01257413625717163,0.9933071732521057
eraser-mr-hf-validation-38,0,8,47,1.9482337820742401,0.9908743500709534,0.016591669468972836,0.9322141964563249,0.008553566077989183,0.9908743500709534
eraser-mr-hf-validation-39,0,8,32,1.9813353367657096,0.9926541447639465,0.022257804709721052,0.949626916602479,0.016796470689563248,0.9926541447639465
eraser-mr-hf-validation-4,0,8,24,1.9574203426789998,0.985042929649353,0.013767600149144243,0.9452078873166904,0.013401925563812256,0.985042929649353
eraser-mr-hf-validation-40,0,8,21,2.014189066473069,0.9947798848152161,0.016373397709205983,0.976458965328891,0.026576818619756137,0.9947798848152161
eraser-mr-hf-validation-41,0,8,28,1.9876011041961883,0.9830850958824158,0.02734131131522688,0.9612791515159101,0.015895545482635498,0.9830850958824158
eraser-mr-hf-validation-42,0,8,47,1.9470291115584573,0.985042929649353,0.022452893159386145,0.9320388991855919,0.007494389564126291,0.985042929649353
eraser-mr-hf-validation-43,0,8,20,1.9820494730514158,0.9796676635742188,0.013318004133439199,0.9667893667942732,0.022274438549484743,0.9796676635742188
eraser-mr-hf-validation-44,0,8,46,1.894330199353277,0.9796676635742188,0.013766290236493117,0.8967358408412839,0.004160404701281206,0.9796676635742188
eraser-mr-hf-validation-45,0,8,40,1.9204789929465385,0.985042929649353,0.01452177705211366,0.9132159896621698,0.007698296582901887,0.985042929649353
eraser-mr-hf-validation-46,0,8,48,1.9474342351008098,0.9916841983795166,0.021131218440129218,0.9286745659126989,0.005944252368465186,0.9916841983795166
eraser-mr-hf-validation-47,0,8,59,1.9006645580100061,0.9896718263626099,0.013066711272380238,0.8946922891965258,0.003233731178490018,0.9896718263626099
eraser-mr-hf-validation-48,0,8,40,1.9726407427411647,0.9971990585327148,0.019751728641679733,0.9449908038957364,0.010699151671033857,0.9971990585327148
eraser-mr-hf-validation-49,0,8,41,1.948523025049744,0.9949396848678589,0.02289396528037102,0.9179069204108525,0.012782454490661621,0.9949396848678589
eraser-mr-hf-validation-5,0,8,40,1.9232662849802393,0.9783846735954285,0.018873873131802887,0.9163344402711916,0.009673297981816376,0.9783846735954285
eraser-mr-hf-validation-50,0,8,23,1.9603697730221432,0.9845754504203796,0.01598316445772241,0.9468061391346289,0.013005019009412422,0.9845754504203796
eraser-mr-hf-validation-51,0,8,17,2.001808353639371,0.9648551344871521,0.03178733952368251,0.9659867882728714,0.039179091355665,0.9648551344871521
eraser-mr-hf-validation-52,0,8,21,1.9207885872522183,0.9603611826896667,0.020318390051443314,0.9258524179458618,0.014256596565246582,0.9603611826896667
eraser-mr-hf-validation-53,0,8,36,1.9752410064954669,0.9886682629585266,0.02166420288350357,0.9509488911002213,0.01395964955321538,0.9886682629585266
eraser-mr-hf-validation-54,0,8,15,2.025574928225365,0.9820137619972229,0.01744508846033832,0.9872244596481323,0.03889161811967112,0.9820137619972229
eraser-mr-hf-validation-55,0,8,20,1.9318906677713807,0.9362850189208984,0.01399308569809321,0.9629039146246859,0.018708648527703042,0.9362850189208984
eraser-mr-hf-validation-56,0,8,26,2.0011251635279983,0.9867771863937378,0.014350473805041841,0.9717944281223826,0.028203075206836514,0.9867771863937378
eraser-mr-hf-validation-57,0,3,3,2.005610704783387,0.9481545090675354,0.009286401146255896,0.9999999999999964,0.048169794569599356,0.9481545090675354
eraser-mr-hf-validation-58,0,8,50,1.908697123302225,0.9732407331466675,0.014812588428036122,0.9118850774696515,0.008758724257869943,0.9732407331466675
eraser-mr-hf-validation-59,0,8,17,2.039623565276952,0.980280876159668,0.024856270615753906,0.9884438542261331,0.04604256427539721,0.980280876159668
eraser-mr-hf-validation-6,0,8,23,1.9860248452385676,0.949669361114502,0.01709425475059234,0.9802978062274686,0.03896342314600465,0.949669361114502
eraser-mr-hf-validation-60,0,8,35,1.991574226403646,0.996726930141449,0.018060147739632382,0.9576063130859324,0.019180835436632404,0.996726930141449
eraser-mr-hf-validation-61,0,8,16,2.0050876789984855,0.9740426540374756,0.014254213746653699,0.9834107776390579,0.033380033575298396,0.9740426540374756
eraser-mr-hf-validation-62,0,8,31,1.9980195759606691,0.9924227595329285,0.030317664612166895,0.9602516865880303,0.015027465227543613,0.9924227595329285
eraser-mr-hf-validation-63,0,8,43,1.9834278163273922,0.9854964017868042,0.01705330828598084,0.9550151771325084,0.025862929122098754,0.9854964017868042
eraser-mr-hf-validation-64,0,8,29,1.9710445418970721,0.998245358467102,0.018707396091713346,0.9414162635803223,0.01267552375793457,0.998245358467102
eraser-mr-hf-validation-65,0,8,57,1.946662952474461,0.9886682629585266,0.020920276387776937,0.9247329741398033,0.01234143898835438,0.9886682629585266
eraser-mr-hf-validation-66,0,8,34,1.9585388916186868,0.9859363436698914,0.01869827407548308,0.9409034883437528,0.013000785529559633,0.9859363436698914
eraser-mr-hf-validation-67,0,8,37,1.9630212878013782,0.9896718263626099,0.018238308748945387,0.9436569281033363,0.011454224586486816,0.9896718263626099
eraser-mr-hf-validation-68,0,8,9,2.0680170273761536,0.9362850189208984,0.026852848825023035,0.9996227025535944,0.10525645707663767,0.9362850189208984
eraser-mr-hf-validation-69,0,8,60,1.9000794621411405,0.9755769371986389,0.013226509575041234,0.9058057385103923,0.005470276857068024,0.9755769371986389
eraser-mr-hf-validation-7,0,8,81,1.893918469817594,0.9959298372268677,0.018899977963958037,0.8766552356892543,0.0024334189375139204,0.9959298372268677
eraser-mr-hf-validation-70,0,8,20,2.032078581817435,0.9825575351715088,0.022471072051146956,0.9737357497215271,0.053314224873252214,0.9825575351715088
eraser-mr-hf-validation-71,0,8,66,1.9843757719086241,0.977022647857666,0.054758018898895866,0.9435419339314514,0.009053171220610778,0.977022647857666
eraser-mr-hf-validation-72,0,8,22,1.9747069497515217,0.9648551344871521,0.022205295126582647,0.9686715602874756,0.01897495985031128,0.9648551344871521
eraser-mr-hf-validation-73,0,8,25,1.9849058383892604,0.9777138233184814,0.02597588656358285,0.9643604138112315,0.016855714695964474,0.9777138233184814
eraser-mr-hf-validation-74,0,8,40,1.9471455218413487,0.9921841025352478,0.02293378134757529,0.9248547554016244,0.007172882556901183,0.9921841025352478
eraser-mr-hf-validation-75,0,8,11,2.0233320009948423,0.9678993225097656,0.009863318734194104,0.9971742028905445,0.04839515686033802,0.9678993225097656
eraser-mr-hf-validation-76,0,8,35,2.0286557797777736,0.9626731276512146,0.03137201688649438,0.9659014919937546,0.06870914324631017,0.9626731276512146
eraser-mr-hf-validation-77,0,8,22,2.1016294398650546,0.9950177073478699,0.04780238901172218,0.9832769026325286,0.07553244087293387,0.9950177073478699
eraser-mr-hf-validation-78,0,8,37,1.9376415129335767,0.9940889477729797,0.014168861069763006,0.9202041721100602,0.009179531980773814,0.9940889477729797
eraser-mr-hf-validation-79,0,8,21,1.9616666487924515,0.9732407331466675,0.014087379517818022,0.9611286567296199,0.013209879398345947,0.9732407331466675
eraser-mr-hf-validation-8,0,8,25,1.8899692830889196,0.9399133324623108,0.013032200108011649,0.9297903096425902,0.00723344087600708,0.9399133324623108
eraser-mr-hf-validation-80,0,8,19,2.033169865599721,0.9952448010444641,0.019123077384083698,0.9812405109405518,0.03756147623062134,0.9952448010444641
eraser-mr-hf-validation-81,0,8,25,2.008208871325067,0.9964063763618469,0.013479173620751794,0.9759637713432312,0.02235954999923706,0.9964063763618469
eraser-mr-hf-validation-82,0,8,35,1.9382067282963678,0.9937101006507874,0.021586418251455797,0.9142099567776892,0.008700252616435589,0.9937101006507874
eraser-mr-hf-validation-83,0,8,96,1.9373177974787334,0.9790357351303101,0.027686360887724804,0.9192590761626382,0.011336625298060454,0.9790357351303101
eraser-mr-hf-validation-84,0,8,17,2.031652393645196,0.9879462122917175,0.022783160929556345,0.9834877272262899,0.037435293197631836,0.9879462122917175
eraser-mr-hf-validation-85,0,8,27,1.987197820835417,0.9924227595329285,0.01425391346279914,0.9505630135536194,0.02995813428607008,0.9924227595329285
eraser-mr-hf-validation-86,0,8,39,1.9519959004823368,0.985042929649353,0.017872929105874236,0.934975552852544,0.014104488874565946,0.985042929649353
